symbol,name2,sector
famtel,fineco msci wrd info tech esg ucits etf etf,—
fameus,fineco msci eur hy sri corp ucits etf etf,—
lvo,lyxor sp500 vix fut en rol ucits etf acc etf,miscellaneous
famsff,fineco msci eur ig sri corp ucits etf etf,—
xad3,xtrackers physic platinum eur hedged etc etf,miscellaneous
uram,sg etn uranium mining etf,—
fae,fae technology,electronic technology
rkt,rocket sharing company,utilities
gas3s,sg etc natural gas -3x daily sht collat etf,miscellaneous
d,directa sim,finance
wti3l,sg etc daily long +3x wti oil future etf,—
cath,lyxor msci wrd cath prin esg ucits etf a etf,miscellaneous
dax3s,sg etc dax -3x daily short collateral etf,miscellaneous
iese,ishares msci europe sri ucits etf eur a etf,miscellaneous
