symbol,name2,sector
1548,genscript biotech corporation,health technology
1071,huadian power international corp,utilities
270,guangdong investment,utilities
17,new world development co,finance
3800,gcl technology holdings ltd,producer manufacturing
9901,new oriental ed & technology gp inc,consumer services
1157,zoomlion heavy ind sc&th co ltd,producer manufacturing
135,kunlun energy company limited,utilities
6963,sunshine insurance group co ltd,finance
874,guangzhou baiyunshan pharmaceutical,health technology
293,cathay pacific airways,transportation
3969,china railway signal & com corp ltd,electronic technology
2066,shengjing bank,finance
1385,shanghai fudan microelectronics gro,electronic technology
2208,xinjiang goldwind science&technolog,producer manufacturing
1585,yadea group holdings ltd,consumer durables
3799,dali foods group company limited,consumer non-durables
1128,wynn macau ltd,consumer services
696,travelsky technology,technology services
3998,bosideng international hldgs,consumer non-durables
2638,hk elec invs&hk elec invs ltd,utilities
6110,topsports international hold,retail trade
9995,remegen co ltd,health technology
9889,dongguan rural commercial bank co l,finance
853,microport scientific corporation,health technology
6689,chongqing hongjiu fruit co ltd,distribution services
177,jiangsu expressway co,transportation
3311,china state construction intl hldg,industrial services
991,datang international power generati,utilities
1044,hengan international,consumer non-durables
2588,boc aviation ltd,finance
1359,china cinda asset management co,finance
3668,yancoal australia ltd,energy minerals
144,china merchants port hldgs ltd,transportation
2380,china power international develop,utilities
3618,chongqing rural commercial bank,finance
1308,sitc international hldgs co ltd,transportation
780,tongcheng travel holdings limited,consumer services
1908,c&d international investment gp ltd,finance
1347,hua hong semiconductor limited,electronic technology
6078,hygeia healthcare hldgs co ltd,health technology
6198,qingdao port international co ltd,transportation
489,dongfeng motor group co,consumer durables
772,china literature ltd,consumer services
2282,mgm china hldgs ltd,consumer services
6060,zhongan online p & c ins co ltd,finance
9926,akeso inc,health technology
966,china taiping insurance holdings co,finance
6127,joinn laboratories (china) co ltd,health technology
3888,kingsoft corp,technology services
3948,inner mongolia yitai coal,energy minerals
2039,china intl marine containers(group),process industries
1691,js global lifestyle company ltd,consumer durables
2367,giant biogene hldg co. ltd,consumer non-durables
1882,haitian international holdings ltd,producer manufacturing
3320,china resources pharmaceutical gr,health technology
9898,weibo corporation,technology services
3808,sinotruk (hong kong) ltd,producer manufacturing
1456,guolian securities co ltd,finance
2880,liaoning port co ltd,transportation
1033,sinopec oilfield service corporatio,industrial services
9992,pop mart intl grp ltd,consumer services
2799,china huarong asset management co,finance
2669,china overseas property hldgs ltd,finance
2518,autohome inc,technology services
3931,calb co ltd,producer manufacturing
9896,miniso group hldg ltd,retail trade
1999,man wah holdings ltd,consumer durables
123,yuexiu property co ltd,finance
3698,huishang bank corporation ltd,finance
2689,nine dragons paper holdings,process industries
867,china medical system hldgs ltd,health technology
880,sjm holdings limited,consumer services
220,uni-president china holdings ltd,consumer non-durables
392,beijing enterprise hldgs,utilities
956,china suntien green energy corp ltd,utilities
9688,zai lab limited,health technology
148,kingboard holdings ltd,process industries
1513,livzon pharmaceutical group inc,health technology
973,l'occitane international s.a.,consumer non-durables
9698,gds holdings ltd,technology services
6049,poly property services co ltd,finance
1910,samsonite intl sa,consumer durables
2866,cosco shipping development co ltd,transportation
839,china education gp hldgs ltd,commercial services
338,sinopec shanghai petrochemical co,energy minerals
1313,china resources cement hldgs,non-energy minerals
3918,nagacorp ltd,consumer services
3660,360 digitech inc,finance
9863,zhejiang leapmotor technology co,consumer durables
6199,bank of guizhou co ltd,finance
3900,greentown china holdings ltd,finance
9922,jiumaojiu intl hldgs ltd,consumer services
6655,huaxin cement co ltd,non-energy minerals
6993,blue moon group hldgs ltd,consumer non-durables
412,shandong hi-speed holdings gp ltd,finance
2357,avichina industry & technology,electronic technology
3360,far east horizon limited,finance
1551,guangzhou rural commercial bank,finance
1818,zhaojin mining industry company ltd,non-energy minerals
2252,shanghai microport medbot (group) c,health technology
586,china conch venture hldgs limited,producer manufacturing
8,pccw limited,communications
3996,china energy engineering corp ltd,industrial services
576,zhejiang expressway co,transportation
598,sinotrans limited,transportation
6808,sun art retail group limited,retail trade
6680,jl mag rare-earth co ltd,producer manufacturing
1888,kingboard laminates holdings ltd,producer manufacturing
2128,china lesso group holdings ltd,producer manufacturing
3331,vinda international holdings ltd,consumer non-durables
347,angang steel co ltd,non-energy minerals
1579,yihai international holding ltd,consumer non-durables
694,beijing capital int airport,transportation
1563,international alliance fn ls co ltd,finance
2096,simcere pharmaceutical grp ltd,health technology
1528,red star macalline group corp ltd,finance
659,nws holdings limited,industrial services
683,kerry properties ltd,finance
6660,aim vaccine co ltd,health technology
6698,star cm holdings limited,consumer services
14,hysan development,finance
23,bank of east asia limited,finance
425,minth grp,consumer durables
522,asmpt ltd,electronic technology
9668,china bohai bank,finance
636,kerry logistics network limited,transportation
754,hopson development hldgs,finance
1368,xtep international hldgs ltd,consumer non-durables
1268,china meidong auto holdings limited,retail trade
2009,bbmg corporation,non-energy minerals
631,sany heavy equipment intl hldg co,producer manufacturing
9985,weilong delicious global hldgs ltd,consumer non-durables
317,cssc offshore & marine engineering,producer manufacturing
1508,china reinsurance (group) corp,finance
2018,aac technologies holdings inc,electronic technology
1833,ping an healthcare & techno co ltd,retail trade
817,china jinmao holdings group limited,finance
6185,cansino biologics inc,health technology
2245,lygend resources & technology co,distribution services
13,hutchmed (china) limited,health technology
53,guoco group,consumer services
69,shangri-la asia,consumer services
323,maanshan iron & steel co,non-energy minerals
564,zhengzhou coal mining machinery gro,producer manufacturing
6190,bank of jiujiang co ltd,finance
921,hisense home appliances group co lt,consumer durables
3868,xinyi energy holdings ltd,utilities
1216,zhongyuan bank co ltd,finance
1799,xinte energy co ltd,electronic technology
1114,brilliance china automotive hldgs,consumer durables
1199,cosco shipping ports ltd,transportation
1208,mmg ltd,non-energy minerals
1963,bank of chongqing co ltd,finance
257,china everbright environment grp lt,industrial services
1030,seazen group ltd,finance
3396,legend holdings corporation,finance
9878,huitongda network co ltd,distribution services
9969,innocare pharma ltd,health technology
2469,fenbi ltd,commercial services
1530,3sbio inc,health technology
3866,bank of qingdao co ltd,finance
9899,cloud music inc,technology services
6869,yangtze optical fibre and cable jsc,electronic technology
9989,shenzhen hepalink pharmaceutical,health technology
371,beijing enterprises water gp ltd,industrial services
136,china ruyi holdings ltd,miscellaneous
552,china communications services corp,industrial services
354,chinasoft international limited,technology services
548,shenzhen expressway corporation ltd,transportation
467,united energy group ltd.,energy minerals
189,dongyue group limited,process industries
6699,angelalign technology inc,health technology
1951,jinxin fertility group ltd,health services
10,hang lung group,finance
152,shenzhen international hldgs,transportation
2285,chervon hldgs ltd,producer manufacturing
416,bank of jinzhou,finance
1798,china datang corp renewable pwr co,utilities
570,china traditional chinese med hldgs,health technology
6196,bank of zhengzhou co. ltd,finance
551,yue yuen industrial hldgs,consumer non-durables
1735,central holding group co,industrial services
6826,shanghai haohai biological tech co,distribution services
9869,helens intl hldgs co ltd,consumer services
1958,baic motor corporation limited,consumer durables
2869,greentown service group co ltd,finance
345,vitasoy international holdings,consumer non-durables
1252,china tianrui group cement co ltd,non-energy minerals
3990,midea real estate hldg ltd,finance
3899,cimc enric holdings limited,producer manufacturing
1375,central china securities co ltd,finance
512,grand pharmaceutical group ltd,health technology
579,beijing jingneng clean enrgy co ltd,utilities
2162,keymed biosciences inc,finance
6088,fit hon teng ltd,electronic technology
2386,sinopec engineering(group)co ltd,industrial services
314,sipai health technology co ltd,retail trade
9877,jenscare scientific co ltd,health technology
2013,weimob inc,technology services
1839,cimc vehicles group co ltd,producer manufacturing
719,shandong xinhua pharmaceutical co,health technology
