symbol,name2,sector
lug,lundin gold inc,non-energy minerals
gei,gibson energy inc,distribution services
toy,spin master corp,consumer durables
vet,vermilion energy inc,energy minerals
ta,transalta corp,utilities
or,osisko gold royalties ltd,non-energy minerals
ine,innergex renewable energy inc,utilities
bte,baytex energy corp,energy minerals
lspd,lightspeed commerce inc,finance
bb,blackberry ltd,technology services
rnw,transalta renewables inc,utilities
elf,e l financial corp ltd,finance
prmw,primo water corporation canada,consumer non-durables
tpz,topaz energy corp,energy minerals
mfi,maple leaf foods,distribution services
fil,filo mining corp,non-energy minerals
tcn,tricon residential inc,finance
cca,cogeco communications inc,consumer services
fr,first majestic silver corp,non-energy minerals
goos,canada goose holdings inc,consumer non-durables
tfpm,triple flag precious metals corp,non-energy minerals
nxe,nexgen energy ltd,non-energy minerals
cix,ci financial corp,finance
sj,stella jones inc,non-energy minerals
stlc,stelco holdings inc,non-energy minerals
pet,pet valu holdings ltd,retail trade
wpk,winpak ltd,process industries
bbuc,brookfield business corporation,finance
nva,nuvista energy ltd,energy minerals
sde,spartan delta corp,energy minerals
tve,tamarack valley energy ltd,energy minerals
cfp,canfor corp new,non-energy minerals
gtii,green thumb industries inc.,process industries
cwb,canadian western bank,finance
ses,secure energy services inc,industrial services
pxt,parex resources inc,energy minerals
aif,altus group ltd,finance
lif,labrador iron ore rty corporation,non-energy minerals
svi,storagevault canada inc,transportation
bir,birchcliff energy,energy minerals
ssl,sandstorm gold limited,non-energy minerals
fru,freehold royalties ltd,miscellaneous
pey,peyto exploration & develop corp,energy minerals
fn,first national financial corp,finance
csh.un,chartwell retirement residences,finance
spb,superior plus corp,distribution services
eif,exchange income corporation,transportation
eld,eldorado gold corp,non-energy minerals
eqb,eqb inc,finance
bldp,ballard power systems inc,producer manufacturing
engh,enghouse systems,technology services
bnre,brookfield reinsurance ltd,finance
hbm,hudbay minerals inc,non-energy minerals
cls,celestica inc,electronic technology
rch,richelieu hardware,producer manufacturing
mag,mag silver corp,non-energy minerals
tsu,trisura group ltd,finance
and,andlauer healthcare group inc,transportation
cgg,china gold international resourc cp,non-energy minerals
ero,ero copper corp,non-energy minerals
ogc,oceanagold corporation,non-energy minerals
fih.u,fairfax india holdings corporation,finance
cjt,cargojet inc,transportation
knt,k92 mng inc,non-energy minerals
bbu.un,brookfield business partners l p,commercial services
rus,russel metals inc,distribution services
cg,centerra gold inc,non-energy minerals
gsy,goeasy ltd,finance
nwc,north west company inc,retail trade
img,iamgold corp,non-energy minerals
trul,trulieve cannabis corp.,process industries
weed,canopy growth corporation,process industries
glxy,galaxy digital hldgs ltd,commercial services
dpm,dundee precious metals inc,non-energy minerals
ola,orla mining ltd new,non-energy minerals
dntl,dentalcorp hldgs ltd,health services
uns,uni-select inc,distribution services
hcg,home capital group inc,finance
aav,advantage energy ltd,energy minerals
magt,magnet forensics inc,technology services
pd,precision drilling corporation,industrial services
mty,mty food group inc,consumer services
txg,torex gold resources inc,non-energy minerals
wte,westshore terminals investment corp,transportation
dcbo,docebo inc,technology services
lb,laurentian bank of canada,finance
sea,seabridge gold inc,non-energy minerals
jwel,jamieson wellness inc,health technology
fvi,fortuna silver mines inc,non-energy minerals
ath,athabasca oil corp,energy minerals
hwx,headwater exploration inc,energy minerals
dml,denison mines corporation,non-energy minerals
sii,sprott inc,finance
dnd,dye & durham ltd,technology services
tcl.a,transcontinental inc,consumer services
vrno,verano holdings corp.,process industries
sil,silvercrest metals inc,non-energy minerals
psi,pason system incor,technology services
blu,bellus health inc,health technology
mtl,mullen group ltd,transportation
afm,alphamin res corp,non-energy minerals
mrc,morguard corporation,finance
cron,cronos group inc,process industries
efx,enerflex ltd,producer manufacturing
aoi,africa oil corp,energy minerals
cj,cardinal energy group(canada),energy minerals
