symbol,name2,sector
tcap,tp icap group plc ord gbp0.25,finance
cey,centamin plc ord npv (di),non-energy minerals
pag,paragon banking group plc ord gbp1,finance
svs,savills ord gbp0.025,finance
oxig,oxford instruments ord gbp0.05,electronic technology
qlt,quilter plc ord gbp0.08167,finance
dom,domino's pizza group plc ord gbp0.00520833,consumer services
bgeo,bank of georgia group plc ord gbp0.01,finance
four,4imprint group ord 38 6/13p,commercial services
biff,biffa plc ord gbp0.01,transportation
rat,rathbones group plc ord gbp0.05,finance
0v56,mag silver corp com npv,non-energy minerals
sfor,s4 capital plc ord gbp0.25,commercial services
tbcg,tbc bank group plc ord gbp0.01,finance
boy,bodycote plc ord gbp0.1727272,electronic technology
kape,kape technologies plc ord usd0.0001,commercial services
htws,helios towers plc ord gbp0.01,communications
rhim,rhi magnesita n.v. ord eur1.00 (di),non-energy minerals
mony,moneysupermarket.com group plc ord gbp0.0002,technology services
aml,aston martin lagonda gbl hldgs plc ord gbp0.1,consumer durables
vsvs,vesuvius plc ord gbp0.10,producer manufacturing
mto,mitie group ord gbp0.025,commercial services
you,yougov ord gbp0.002,commercial services
coa,coats group plc ord gbp0.05,process industries
jtc,jtc plc ord gbp0.01,finance
seit,sdcl energy efficiency inc tst plc ord gbp0.01,miscellaneous
ihp,integrafin holdings plc ord gbp0.01,miscellaneous
fxpo,ferrexpo plc ord gbp0.10,non-energy minerals
hils,hill & smith plc ord gbp0.25,producer manufacturing
mab,mitchells & butlers plc ord gbp0.085416,consumer services
pfd,premier foods ord gbp0.10,consumer non-durables
dec,diversified energy company plc ord gbp0.01,energy minerals
wg.,john wood group plc ord gbp0.0428571,commercial services
sre,sirius real estate ord npv,finance
byit,bytes technology group plc ord gbp0.01,technology services
spi,,health services
redd,redde northgate plc ord gbp0.50,finance
ckn,clarkson ord gbp0.25,transportation
pzc,pz cussons ord gbp0.01,consumer non-durables
mgam,morgan advanced materials plc ord gbp0.25,process industries
ascl,ascential plc ord gbp0.01,commercial services
atg,auction technology group plc ord gbp0.0001,technology services
fdm,fdm group (holdings) plc ord gbp0.01,technology services
just,just group plc ord gbp0.10,finance
mslh,marshalls ord gbp0.25,non-energy minerals
ibpo,ienergizer ltd ord gbp0.01,technology services
nex,national express group plc ord gbp0.05,transportation
chg,chemring group ord gbp0.01,electronic technology
gen,genuit group plc ord gbp0.001,producer manufacturing
fgp,firstgroup ord gbp0.05,transportation
alph,alpha group international plc ord gbp0.002,finance
0vhi,silvercrest metals inc com npv,non-energy minerals
